기사 제목,내용,링크
"넥슨 신작 `아크 레이더스`, 2차 테크니컬 테스트 30일 개시",내달 4일까지 PC·콘솔서 진행...성장 시스템·배틀패스 선봬 넥슨은 자회사 엠바크스튜디오가 개발 중인 신작 '아크 레이더스'의 2차 테크니컬 테스트를 오는 30일 개시한다고 밝혔다. '아크 레이더스'는 기계 생명체,https://n.news.naver.com/mnews/article/029/0002948491
"넥슨, PvPvE 서바이벌 신작 '아크 레이더스' 4월 30일 2차 테크니컬 테스트",넥슨코리아(공동 대표 강대현∙김정욱)는 자회사 엠바크 스튜디오(대표 패트릭 쇠더룬드)에서 개발 중인 PvPvE 서바이벌 액션 신작 ‘아크 레이더스(ARC Raiders)’의 두 번째 테크니컬 테스트를 4월,https://n.news.naver.com/mnews/article/092/0002370833
"게임이용자협회, 국회 찾아 '대선 게임 공약' 제안","한국게임이용자협회가 더불어민주당, 국민의힘, 개혁신당, 진보당 등 주요 정당에 게임 이용자 정책 제안서를 전달했다고 16일 밝혔다. 협회는 이달 14일과 15일 국회를 찾아 강유정 더불어민주당 의원, 김승수 국민의힘",https://n.news.naver.com/mnews/article/421/0008195870
"넥슨, PvPvE 서바이벌 신작 '아크 레이더스' 30일 2차 테크니컬 테스트",넥슨(공동 대표 강대현∙김정욱)은 자회사 엠바크 스튜디오(대표 패트릭 쇠더룬드)에서 개발 중인 PvPvE 서바이벌 신작 '아크 레이더스'의 두 번째 테크니컬 테스트를 4월 30일부터 개시한다고 16일 밝혔,https://n.news.naver.com/mnews/article/031/0000924978
"선시안, '더 스파이크 크로스' 글로벌 1억 다운로드 달성",선시안(대표 권오준)은 2D 모바일 배구 스포츠 게임 '더 스파이크 크로스'의 누적 다운로드 1억건을 돌파했다고 16일 밝혔다. 더 스파이크 크로스는 3대3 스타일의 배구 경기 룰을 기반으로 하는 스포츠 게임이다. ,https://n.news.naver.com/mnews/article/031/0000924975
"라인게임즈, 매치3 퍼즐 '헬로키티 프렌즈 매치' 소프트론칭","라인게임즈(공동대표 박성민, 조동현)는 관계사 슈퍼어썸(대표 조동현)이 개발한 신작 모바일 매치3 퍼즐 게임 '헬로키티 프렌즈 매치'의 소프트론칭을 실시하고 사전예약을 진행한다고 16일 밝혔다. 헬로키티 프렌즈 매치",https://n.news.naver.com/mnews/article/031/0000924971
"게임문화재단·성남시, 9월 판교역 광장서 게임축제 개최","게임문화재단이 도심형 게임축제 'GXG 2025'를 9월19일부터 양일간 경기 성남시 판교역 광장 일대에서 개최한다고 16일 밝혔다. '게임, 문화로 즐기다!'라는 슬로건을 내건 이 행사는 게임의 문화예술적 확장성을",https://n.news.naver.com/mnews/article/003/0013186661
"플레이위드, ‘로한2’ 서버 이전 시스템 등 콘텐츠 업데이트","플레이위드코리아(대표 김학준)는 MMORPG ’로한2‘의 서버 이전 시스템, 신규 지역 공개, 레벨 제한 장비 등을 포함해 다양한 콘텐츠 업데이트를 예고했다. 오는 6월까지 순차적으로 서버 이전 기능, 신규 지역 ‘",https://n.news.naver.com/mnews/article/009/0005477187
MMORPG 장르 인기 지속...넷마블·넥슨 신작 흥행 '성공',"모바일 MMORPG 장르의 인기가 식지 않고 지속되고 있는 것으로 확인됐다. 해당 장르는 엔씨소프트와 넥슨, 넷마블, 위메이드, 카카오게임즈 등이 주도하고 있다는 평가다. 이런 가운데 주요 게임사는 올해 신작 MMO",https://n.news.naver.com/mnews/article/092/0002370819
"위메이드커넥트, '프리프 유니버스' 글로벌 흥행 타고 한국 상륙",㈜위메이드맥스의 자회사 위메이드커넥트는 글로벌 MMORPG ‘프리프 유니버스’의 한국 정식 서비스를 24일 시작한다고 16일 밝혔다. 2022년 해외 시장에 먼저 선보인 ‘프리프 유니버스’는 원작 ‘프리프 온라인’을,https://n.news.naver.com/mnews/article/018/0005989111
"[LCK 정규 시즌] 젠지, OK저축은행 패배 설욕할까?","LCK 정규 시즌 들어 한 번도 패배하지 않은 젠지가 지난 LCK컵에서 OK저축은행 브리온에게 당한 패배를 설욕할 수 있을지 관심이 모아지고 있다. 리그 오브 레전드 챔피언스 코리아(대표 오상헌, 이하 LCK)는 1",https://n.news.naver.com/mnews/article/009/0005477177
"엔씨, ‘TL’ ‘톨랜드 쾌속 성장’ 이벤트·신규 콘텐츠 업데이트","엔씨소프트(공동대표 김택진, 박병무)는 MMORPG ‘THRONE AND LIBERTY’에 ‘톨랜드 쾌속 성장’ 이벤트와 신규 콘텐츠를 업데이트했다. ‘톨랜드 쾌속 성장’은 5월 28일까지 빠른 캐릭터 성장을 지원하",https://n.news.naver.com/mnews/article/009/0005477172
인디 게임에 진심인 네오위즈…올해도 신작 발굴 나선다,네오위즈가 다시 한번 인디게임 생태계의 든든한 후원자 역할에 나선다. 다년간 국내 인디게임 시장에서 꾸준한 성과를 쌓아온 네오위즈는 올해도 신작 발굴과 제작 환경 조성을 위한 다양한 행보를 예고했다. 이 회사는 20,https://n.news.naver.com/mnews/article/092/0002370816
"게임문화재단, 판교역 광장에서 도심형 게임축제 연다","게임문화재단이 도심형 게임축제 'GXG 2025'를 올해 9월 개최한다고 16일 밝혔다. 올해로 3회째 열리는 GXG 2025는 성남시가 주최하고 성남산업진흥원과 게임문화재단이 주관한다. 행사는 9월 19, 20일 ",https://n.news.naver.com/mnews/article/421/0008195676
"PvPvE 서바이벌 게임 '아크 레이더스', 30일 2차 테크니컬 테스트 진행","넥슨은 자회사 엠바크스튜디오에서 개발 중인 PvPvE 서바이벌 게임 '아크 레이더스'의 두 번째 테크니컬 테스트를 오는 30일부터 5월 4일까지 진행한다. 이번 테크니컬 테스트는 PC와 콘솔 플랫폼에서 진행되며, 크로스플레이를 지원한다. 공식 웹사이트와 스팀 상점 페이지에서 테스터 사전 등록이 가능하며, 기...",https://n.news.naver.com/mnews/article/236/0000248445
"포켓몬코리아, 추억 속 포켓몬 만나는 '메타몽의 타임캡슐' 운영","포켓몬코리아는 잠실 롯데월드몰 1층 아트리움에서 전시·판매 복합 공간 '메타몽의 타임캡슐'을 오는 25일부터 5월 19일까지 운영한다.'메타몽의 타임캡슐'은 처음 포켓몬을 만났던 날의 추억부터, 포켓몬 타운 2025에서 마주하는 감동까지 메타몽과 함께 시간 여행을 떠나는 듯한 테마...",https://n.news.naver.com/mnews/article/236/0000248444
"'프리프 유니버스', 24일 국내 출시 앞두고 사전 예약 시작","위메이드맥스의 자회사 위메이드커넥트는 웹기반 MMORPG '프리프 유니버스'의 국내 서비스를 오는 24일 시작한다.   '프리프 유니버스'는 지난 2022년 해외 시장에 먼저 선보였다. 원작 '프리프 온라인'을 기반으로 갈라랩이 개발하고, 위메이드커넥트와 비피엠지가 공동으로 글로...",https://n.news.naver.com/mnews/article/236/0000248443
"‘검은사막-아침의 나라’, 우두머리 신규 난이도 팔·구·십재시니 추가",펄어비스는 ‘검은사막-아침의 나라’에 우두머리 도전 콘텐츠 ‘검은사당 동해도편’에 ‘금돼지왕’ 우두머리 신규 난이도 팔/구/십재시니를 16일 추가했다. ‘검은사당’은 ‘검은사막-아침의 나라’와 함께 선보인 우두머리 ,https://n.news.naver.com/mnews/article/009/0005477169
"스피릿 테일즈, 23일 웹툰 호랑이형님 협업 콘텐츠 선봬","컴투스홀딩스는 모바일/PC MMORPG '스피릿 테일즈'와 네이버웹툰 '호랑이형님'의 협업 콘텐츠를 오는 23일 업데이트한다. '호랑이형님'은 네이버웹툰 대표작 중 하나로, 신비한 힘을 지닌 아이를 둘러싼 반인반수 흰눈썹의 야망과 동양 판타지 세계관 속 호랑이들의 전투를 그린다....",https://n.news.naver.com/mnews/article/236/0000248442
"넥슨 신작 '아크 레이더스', 30일 2차 테크니컬 테스트",넥슨은 자회사 엠바크 스튜디오가 개발 중인 서바이벌 액션 신작 '아크 레이더스' 두 번째 테크니컬 테스트를 30일부터 개시한다고 16일 밝혔다. 올해 정식 출시를 목표로 개발 중인 '아크 레이더스'는 익스트랙션 기반,https://n.news.naver.com/mnews/article/003/0013186466
"컴투스, '컴프야' 출시 10주년 맞이해 특별 이벤트 연다",컴투스(078340)가 '컴투스프로야구2025' 출시 10주년을 맞이해 특별 이벤트를 실시한다고 16일 밝혔다. 2015년 4월 16일 출시된 컴투스프로야구는 16일 10번째 생일을 맞았다. 이번 시즌에는 뛰어난 활,https://n.news.naver.com/mnews/article/421/0008195557
포즈 취하는 브렌든 그린 플레이어언노운 프로덕션 창업자,브렌든 그린 플레이어언노운 프로덕션 창업자가 지난 15일 경기 성남시 판교역 인근에서 진행된 연합뉴스와의 인터뷰에서 포즈를 취하고 있다. 2025.4.16,https://n.news.naver.com/mnews/article/001/0015332905
포즈 취하는 브렌든 그린 플레이어언노운 프로덕션 창업자,브렌든 그린 플레이어언노운 프로덕션 창업자가 지난 15일 경기 성남시 판교역 인근에서 진행된 연합뉴스와의 인터뷰에서 포즈를 취하고 있다. 2025.4.16,https://n.news.naver.com/mnews/article/001/0015332903
"성남시·게임문화재단, 도심형 게임축제 'GXG 2025' 9월 개최","게임문화재단은 도심형 게임 축제 'GXG 2025'를 오는 9월 19일부터 20일까지 경기 성남시 판교역 광장 일대에서 개최한다고 16일 밝혔다. 성남시가 주최하고 성남산업진흥원, 게임문화재단이 주관하는 GXG(Ga",https://n.news.naver.com/mnews/article/001/0015332874
"도심형 게임 축제 'GXG 2025', 9월 19일 개최 확정",게임문화재단은 오는 9월 19일부터 20일까지 양일간 'GXG 2025(Game culture X Generation 2025)'를 개최한다고 16일 밝혔다. GXG는 성남시가 주최하고 성남산업진흥원과 게임문화재단이,https://n.news.naver.com/mnews/article/031/0000924928
"KT, 미디어 사업 전반에 AI 도입…FAST·숏폼 시장도 진출",KT가 미디어 사업 전반에 AI(인공지능)를 녹여 새로운 도약의 발판을 마련하겠다는 청사진을 공개했다. KT는 16일 서울 강남구 안다즈 서울 강남 호텔에서 ‘KT그룹 미디어토크’를 개최해 ‘KT 미디어 뉴웨이’ 전,https://n.news.naver.com/mnews/article/241/0003429792
"LG전자, 중국 산업 소재 전시회서 ‘퓨로텍’ 전시…글로벌 판로 확대",LG전자는 중국 광둥성 선전에서 열린 ‘차이나플라스 2025’에 B2B(기업 간 거래) 신사업 ‘LG 퓨로텍’을 선보였다고 16일 밝혔다. 차이나플라스는 플라스틱∙고무 등 다양한 산업에 쓰이는 주요 소재 ,https://n.news.naver.com/mnews/article/241/0003429791
"'배그 아버지' 브렌든 그린 ""인터넷 같은 3D 메타버스 만든다""","'홀로서기' 4년만에 한국 방문…""장기 비전 공감하는 투자자 물색"" 지구 크기 세계 탐험하는 게임 '프롤로그'·3D 플랫폼 '아르테미스' 소개 세계적 인기 게임 배틀그라운드(PUBG)를 만들어낸 배틀로얄 장르의 선구",https://n.news.naver.com/mnews/article/001/0015332814
"위메이드커넥트, 24일 '프리프 유니버스' 정식 서비스",위메이드맥스 자회사 위메이드커넥트는 다중접속역할수행게임(MMORPG) '프리프 유니버스' 한국 정식 서비스를 24일 시작한다고 밝혔다. 국내 게임 개발사 갈라랩이 개발한 '프리프 유니버스'는 원작 '프리프 온라인'의,https://n.news.naver.com/mnews/article/001/0015332768
"디랩스게임즈, '복싱스타X' 초월 장비 시스템 도입",디랩스게임즈(대표 권준모)는 라인·텔레그램 등 소셜 미디어 기반 웹3 게임 '복싱스타X'에 게임 내 최고 등급인 '초월 장비 시스템'을 포함한 업데이트를 진행했다고 16일 밝혔다. 이번 업데이트는 기존 전설 장비(3,https://n.news.naver.com/mnews/article/031/0000924908
"컴투스홀딩스 '스피릿 테일즈', 인기 웹툰 '호랑이형님' 만난다",강은정 수습 기자 = 컴투스홀딩스의 캐쥬얼 MMORPG(다중접속역할수행게임) '스피릿 테일즈'가 인기 웹툰 '호랑이형님'과 협업한다고 16일 밝혔다. 스피릿 테일즈에 따르면 칭호를 획득할 수 있는 '출석 패스'를 운,https://n.news.naver.com/mnews/article/003/0013186224
"젭-부산교육연구정보원, '젭 퀴즈 프로 플랜' 공급 계약","슈퍼캣의 메타버스 기반 에듀테크 플랫폼 젭(대표 김원배, 김상엽)은 ‘부산교육연구정보원’과 계약을 체결하고 부산 지역 내 100개 학교에 '젭 퀴즈 프로 플랜'을 제공한다고 16일 밝혔다. 이번 계약은 2023년 6",https://n.news.naver.com/mnews/article/031/0000924902
"컴투스홀딩스 MMO '스피릿테일즈', 네이버웹툰 '호랑이형님'과 협업",컴투스홀딩스는 자사 캐주얼 MMORPG(다중접속역할수행게임) '스피릿 테일즈'가 네이버웹툰 '호랑이형님'과 협업한다고 16일 밝혔다. 네이버웹툰의 인기작 호랑이형님은 신비한 힘을 지닌 아이를 둘러싼 반인반수 흰눈썹의,https://n.news.naver.com/mnews/article/119/0002945737
"젭-부산교육연구정보원, '젭 퀴즈 프로 플랜' 공급 계약 체결",메타버스 기반 에듀테크 플랫폼 젭은 부산교육연구정보원과 계약을 체결하고 부산 지역 내 100개 학교에 '젭 퀴즈 프로 플랜'을 제공한다고 16일 밝혔다. 이번 계약은 2023년 6월 부산교육연구정보원과 젭이 체결한 ,https://n.news.naver.com/mnews/article/119/0002945725
"틱톡, 청소년 위한 안전한 플랫폼 환경 조성…NGO와 파트너십","틱톡이 청소년의 안전한 디지털 생활과 정신 건강 증진을 위해 비영리시민단체(NGO)인 푸른나무재단·탁틴내일과 파트너십을 체결했다고 16일 밝혔다. 이번 파트너십은 디지털 과의존, 사이버 폭력, 디지털 성범죄 등 온라",https://n.news.naver.com/mnews/article/011/0004474605
"위메이드커넥트, '프리프 유니버스' 24일 한국 출시","위메이드맥스(각자대표 손면석, 이길형)의 자회사 위메이드커넥트(대표 이호대)는 '프리프 유니버스(Flyff Universe)'의 한국 정식 서비스를 오는 24일 시작한다고 밝혔다. 2022년 해외 시장에 먼저 선보인",https://n.news.naver.com/mnews/article/031/0000924895
